ix;iy;n_muestras;area_m2;densidad;centroid_lat;centroid_lon;minx;miny;maxx;maxy
59,000000;108,000000;3,000000;10000,000000;0,000300;6,177775;-75,596571;433948,364560;682843,270389;434048,364560;682943,270389
59,000000;112,000000;1,000000;10000,000000;0,000100;6,181394;-75,596575;433948,364560;683243,270389;434048,364560;683343,270389
59,000000;113,000000;1,000000;10000,000000;0,000100;6,182298;-75,596576;433948,364560;683343,270389;434048,364560;683443,270389
59,000000;114,000000;1,000000;10000,000000;0,000100;6,183203;-75,596577;433948,364560;683443,270389;434048,364560;683543,270389
59,000000;115,000000;1,000000;10000,000000;0,000100;6,184107;-75,596578;433948,364560;683543,270389;434048,364560;683643,270389
59,000000;119,000000;1,000000;10000,000000;0,000100;6,187726;-75,596582;433948,364560;683943,270389;434048,364560;684043,270389
59,000000;125,000000;2,000000;10000,000000;0,000200;6,193153;-75,596588;433948,364560;684543,270389;434048,364560;684643,270389
59,000000;126,000000;3,000000;10000,000000;0,000300;6,194058;-75,596589;433948,364560;684643,270389;434048,364560;684743,270389
59,000000;158,000000;3,000000;10000,000000;0,000300;6,223004;-75,596622;433948,364560;687843,270389;434048,364560;687943,270389
59,000000;159,000000;6,000000;10000,000000;0,000600;6,223909;-75,596623;433948,364560;687943,270389;434048,364560;688043,270389
59,000000;160,000000;1,000000;10000,000000;0,000100;6,224813;-75,596624;433948,364560;688043,270389;434048,364560;688143,270389
59,000000;162,000000;1,000000;10000,000000;0,000100;6,226622;-75,596626;433948,364560;688243,270389;434048,364560;688343,270389
59,000000;163,000000;1,000000;10000,000000;0,000100;6,227527;-75,596627;433948,364560;688343,270389;434048,364560;688443,270389
59,000000;170,000000;1,000000;10000,000000;0,000100;6,233859;-75,596634;433948,364560;689043,270389;434048,364560;689143,270389
60,000000;108,000000;1,000000;10000,000000;0,000100;6,177776;-75,595667;434048,364560;682843,270389;434148,364560;682943,270389
60,000000;113,000000;2,000000;10000,000000;0,000200;6,182299;-75,595672;434048,364560;683343,270389;434148,364560;683443,270389
60,000000;114,000000;2,000000;10000,000000;0,000200;6,183204;-75,595673;434048,364560;683443,270389;434148,364560;683543,270389
60,000000;116,000000;1,000000;10000,000000;0,000100;6,185013;-75,595675;434048,364560;683643,270389;434148,364560;683743,270389
60,000000;118,000000;3,000000;10000,000000;0,000300;6,186822;-75,595677;434048,364560;683843,270389;434148,364560;683943,270389
60,000000;119,000000;1,000000;10000,000000;0,000100;6,187727;-75,595678;434048,364560;683943,270389;434148,364560;684043,270389
60,000000;158,000000;2,000000;10000,000000;0,000200;6,223005;-75,595718;434048,364560;687843,270389;434148,364560;687943,270389
60,000000;159,000000;7,000000;10000,000000;0,000700;6,223910;-75,595719;434048,364560;687943,270389;434148,364560;688043,270389
60,000000;160,000000;1,000000;10000,000000;0,000100;6,224814;-75,595720;434048,364560;688043,270389;434148,364560;688143,270389
60,000000;162,000000;1,000000;10000,000000;0,000100;6,226623;-75,595722;434048,364560;688243,270389;434148,364560;688343,270389
60,000000;164,000000;2,000000;10000,000000;0,000200;6,228433;-75,595724;434048,364560;688443,270389;434148,364560;688543,270389
61,000000;85,000000;1,000000;10000,000000;0,000100;6,156972;-75,594740;434148,364560;680543,270389;434248,364560;680643,270389
61,000000;86,000000;1,000000;10000,000000;0,000100;6,157877;-75,594741;434148,364560;680643,270389;434248,364560;680743,270389
61,000000;88,000000;1,000000;10000,000000;0,000100;6,159686;-75,594743;434148,364560;680843,270389;434248,364560;680943,270389
61,000000;89,000000;2,000000;10000,000000;0,000200;6,160590;-75,594744;434148,364560;680943,270389;434248,364560;681043,270389
61,000000;115,000000;2,000000;10000,000000;0,000200;6,184109;-75,594770;434148,364560;683543,270389;434248,364560;683643,270389
61,000000;117,000000;3,000000;10000,000000;0,000300;6,185918;-75,594772;434148,364560;683743,270389;434248,364560;683843,270389
61,000000;119,000000;1,000000;10000,000000;0,000100;6,187728;-75,594774;434148,364560;683943,270389;434248,364560;684043,270389
61,000000;152,000000;1,000000;10000,000000;0,000100;6,217579;-75,594808;434148,364560;687243,270389;434248,364560;687343,270389
61,000000;153,000000;1,000000;10000,000000;0,000100;6,218483;-75,594809;434148,364560;687343,270389;434248,364560;687443,270389
61,000000;154,000000;1,000000;10000,000000;0,000100;6,219388;-75,594810;434148,364560;687443,270389;434248,364560;687543,270389
61,000000;156,000000;6,000000;10000,000000;0,000600;6,221197;-75,594812;434148,364560;687643,270389;434248,364560;687743,270389
61,000000;160,000000;1,000000;10000,000000;0,000100;6,224815;-75,594816;434148,364560;688043,270389;434248,364560;688143,270389
61,000000;161,000000;4,000000;10000,000000;0,000400;6,225720;-75,594817;434148,364560;688143,270389;434248,364560;688243,270389
61,000000;162,000000;3,000000;10000,000000;0,000300;6,226624;-75,594818;434148,364560;688243,270389;434248,364560;688343,270389
61,000000;163,000000;4,000000;10000,000000;0,000400;6,227529;-75,594819;434148,364560;688343,270389;434248,364560;688443,270389
61,000000;164,000000;1,000000;10000,000000;0,000100;6,228434;-75,594820;434148,364560;688443,270389;434248,364560;688543,270389
61,000000;203,000000;2,000000;10000,000000;0,000200;6,263712;-75,594860;434148,364560;692343,270389;434248,364560;692443,270389
61,000000;205,000000;1,000000;10000,000000;0,000100;6,265521;-75,594862;434148,364560;692543,270389;434248,364560;692643,270389
61,000000;208,000000;1,000000;10000,000000;0,000100;6,268235;-75,594865;434148,364560;692843,270389;434248,364560;692943,270389
62,000000;86,000000;2,000000;10000,000000;0,000200;6,157878;-75,593837;434248,364560;680643,270389;434348,364560;680743,270389
62,000000;88,000000;1,000000;10000,000000;0,000100;6,159687;-75,593839;434248,364560;680843,270389;434348,364560;680943,270389
62,000000;89,000000;3,000000;10000,000000;0,000300;6,160591;-75,593840;434248,364560;680943,270389;434348,364560;681043,270389
62,000000;114,000000;1,000000;10000,000000;0,000100;6,183206;-75,593865;434248,364560;683443,270389;434348,364560;683543,270389
62,000000;115,000000;1,000000;10000,000000;0,000100;6,184110;-75,593866;434248,364560;683543,270389;434348,364560;683643,270389
62,000000;121,000000;1,000000;10000,000000;0,000100;6,189538;-75,593873;434248,364560;684143,270389;434348,364560;684243,270389
62,000000;153,000000;2,000000;10000,000000;0,000200;6,218484;-75,593905;434248,364560;687343,270389;434348,364560;687443,270389
62,000000;155,000000;5,000000;10000,000000;0,000500;6,220293;-75,593907;434248,364560;687543,270389;434348,364560;687643,270389
62,000000;156,000000;6,000000;10000,000000;0,000600;6,221198;-75,593908;434248,364560;687643,270389;434348,364560;687743,270389
62,000000;157,000000;7,000000;10000,000000;0,000700;6,222103;-75,593909;434248,364560;687743,270389;434348,364560;687843,270389
62,000000;158,000000;9,000000;10000,000000;0,000900;6,223007;-75,593910;434248,364560;687843,270389;434348,364560;687943,270389
62,000000;159,000000;2,000000;10000,000000;0,000200;6,223912;-75,593911;434248,364560;687943,270389;434348,364560;688043,270389
62,000000;160,000000;5,000000;10000,000000;0,000500;6,224816;-75,593912;434248,364560;688043,270389;434348,364560;688143,270389
62,000000;161,000000;4,000000;10000,000000;0,000400;6,225721;-75,593913;434248,364560;688143,270389;434348,364560;688243,270389
62,000000;162,000000;2,000000;10000,000000;0,000200;6,226625;-75,593914;434248,364560;688243,270389;434348,364560;688343,270389
62,000000;163,000000;8,000000;10000,000000;0,000800;6,227530;-75,593915;434248,364560;688343,270389;434348,364560;688443,270389
62,000000;170,000000;1,000000;10000,000000;0,000100;6,233862;-75,593922;434248,364560;689043,270389;434348,364560;689143,270389
62,000000;209,000000;1,000000;10000,000000;0,000100;6,269140;-75,593962;434248,364560;692943,270389;434348,364560;693043,270389
63,000000;86,000000;3,000000;10000,000000;0,000300;6,157879;-75,592933;434348,364560;680643,270389;434448,364560;680743,270389
63,000000;87,000000;6,000000;10000,000000;0,000600;6,158783;-75,592934;434348,364560;680743,270389;434448,364560;680843,270389
63,000000;88,000000;1,000000;10000,000000;0,000100;6,159688;-75,592935;434348,364560;680843,270389;434448,364560;680943,270389
63,000000;120,000000;5,000000;10000,000000;0,000500;6,188634;-75,592968;434348,364560;684043,270389;434448,364560;684143,270389
63,000000;121,000000;1,000000;10000,000000;0,000100;6,189539;-75,592969;434348,364560;684143,270389;434448,364560;684243,270389
63,000000;152,000000;1,000000;10000,000000;0,000100;6,217581;-75,593000;434348,364560;687243,270389;434448,364560;687343,270389
63,000000;153,000000;1,000000;10000,000000;0,000100;6,218485;-75,593001;434348,364560;687343,270389;434448,364560;687443,270389
63,000000;154,000000;4,000000;10000,000000;0,000400;6,219390;-75,593002;434348,364560;687443,270389;434448,364560;687543,270389
63,000000;155,000000;5,000000;10000,000000;0,000500;6,220294;-75,593003;434348,364560;687543,270389;434448,364560;687643,270389
63,000000;156,000000;4,000000;10000,000000;0,000400;6,221199;-75,593004;434348,364560;687643,270389;434448,364560;687743,270389
63,000000;157,000000;8,000000;10000,000000;0,000800;6,222104;-75,593005;434348,364560;687743,270389;434448,364560;687843,270389
63,000000;158,000000;3,000000;10000,000000;0,000300;6,223008;-75,593006;434348,364560;687843,270389;434448,364560;687943,270389
63,000000;159,000000;2,000000;10000,000000;0,000200;6,223913;-75,593007;434348,364560;687943,270389;434448,364560;688043,270389
63,000000;160,000000;4,000000;10000,000000;0,000400;6,224817;-75,593008;434348,364560;688043,270389;434448,364560;688143,270389
63,000000;161,000000;7,000000;10000,000000;0,000700;6,225722;-75,593009;434348,364560;688143,270389;434448,364560;688243,270389
63,000000;162,000000;7,000000;10000,000000;0,000700;6,226626;-75,593010;434348,364560;688243,270389;434448,364560;688343,270389
63,000000;163,000000;2,000000;10000,000000;0,000200;6,227531;-75,593011;434348,364560;688343,270389;434448,364560;688443,270389
63,000000;169,000000;1,000000;10000,000000;0,000100;6,232958;-75,593017;434348,364560;688943,270389;434448,364560;689043,270389
63,000000;170,000000;1,000000;10000,000000;0,000100;6,233863;-75,593018;434348,364560;689043,270389;434448,364560;689143,270389
63,000000;171,000000;2,000000;10000,000000;0,000200;6,234768;-75,593019;434348,364560;689143,270389;434448,364560;689243,270389
63,000000;203,000000;1,000000;10000,000000;0,000100;6,263714;-75,593052;434348,364560;692343,270389;434448,364560;692443,270389
64,000000;86,000000;1,000000;10000,000000;0,000100;6,157880;-75,592030;434448,364560;680643,270389;434548,364560;680743,270389
64,000000;87,000000;1,000000;10000,000000;0,000100;6,158784;-75,592031;434448,364560;680743,270389;434548,364560;680843,270389
64,000000;121,000000;3,000000;10000,000000;0,000300;6,189540;-75,592065;434448,364560;684143,270389;434548,364560;684243,270389
64,000000;161,000000;11,000000;10000,000000;0,001100;6,225723;-75,592105;434448,364560;688143,270389;434548,364560;688243,270389
64,000000;162,000000;3,000000;10000,000000;0,000300;6,226627;-75,592106;434448,364560;688243,270389;434548,364560;688343,270389
64,000000;163,000000;6,000000;10000,000000;0,000600;6,227532;-75,592107;434448,364560;688343,270389;434548,364560;688443,270389
64,000000;170,000000;2,000000;10000,000000;0,000200;6,233864;-75,592114;434448,364560;689043,270389;434548,364560;689143,270389
64,000000;173,000000;1,000000;10000,000000;0,000100;6,236578;-75,592117;434448,364560;689343,270389;434548,364560;689443,270389
65,000000;189,000000;1,000000;10000,000000;0,000100;6,251052;-75,591230;434548,364560;690943,270389;434648,364560;691043,270389
66,000000;93,000000;1,000000;10000,000000;0,000100;6,164214;-75,590229;434648,364560;681343,270389;434748,364560;681443,270389
66,000000;95,000000;2,000000;10000,000000;0,000200;6,166023;-75,590231;434648,364560;681543,270389;434748,364560;681643,270389
66,000000;96,000000;2,000000;10000,000000;0,000200;6,166927;-75,590232;434648,364560;681643,270389;434748,364560;681743,270389
66,000000;125,000000;1,000000;10000,000000;0,000100;6,193160;-75,590261;434648,364560;684543,270389;434748,364560;684643,270389
66,000000;188,000000;1,000000;10000,000000;0,000100;6,250148;-75,590325;434648,364560;690843,270389;434748,364560;690943,270389
66,000000;189,000000;5,000000;10000,000000;0,000500;6,251053;-75,590326;434648,364560;690943,270389;434748,364560;691043,270389
67,000000;95,000000;1,000000;10000,000000;0,000100;6,166024;-75,589327;434748,364560;681543,270389;434848,364560;681643,270389
67,000000;125,000000;3,000000;10000,000000;0,000300;6,193161;-75,589357;434748,364560;684543,270389;434848,364560;684643,270389
67,000000;189,000000;3,000000;10000,000000;0,000300;6,251054;-75,589422;434748,364560;690943,270389;434848,364560;691043,270389
68,000000;124,000000;2,000000;10000,000000;0,000200;6,192258;-75,588452;434848,364560;684443,270389;434948,364560;684543,270389
68,000000;125,000000;1,000000;10000,000000;0,000100;6,193162;-75,588453;434848,364560;684543,270389;434948,364560;684643,270389
68,000000;227,000000;1,000000;10000,000000;0,000100;6,285429;-75,588556;434848,364560;694743,270389;434948,364560;694843,270389
69,000000;124,000000;3,000000;10000,000000;0,000300;6,192259;-75,587548;434948,364560;684443,270389;435048,364560;684543,270389
69,000000;125,000000;1,000000;10000,000000;0,000100;6,193163;-75,587549;434948,364560;684543,270389;435048,364560;684643,270389
69,000000;225,000000;4,000000;10000,000000;0,000400;6,283621;-75,587650;434948,364560;694543,270389;435048,364560;694643,270389
69,000000;226,000000;1,000000;10000,000000;0,000100;6,284525;-75,587651;434948,364560;694643,270389;435048,364560;694743,270389
69,000000;227,000000;2,000000;10000,000000;0,000200;6,285430;-75,587652;434948,364560;694743,270389;435048,364560;694843,270389
70,000000;226,000000;2,000000;10000,000000;0,000200;6,284526;-75,586747;435048,364560;694643,270389;435148,364560;694743,270389
70,000000;227,000000;2,000000;10000,000000;0,000200;6,285431;-75,586748;435048,364560;694743,270389;435148,364560;694843,270389
70,000000;228,000000;2,000000;10000,000000;0,000200;6,286335;-75,586749;435048,364560;694843,270389;435148,364560;694943,270389
70,000000;229,000000;7,000000;10000,000000;0,000700;6,287240;-75,586750;435048,364560;694943,270389;435148,364560;695043,270389
70,000000;230,000000;2,000000;10000,000000;0,000200;6,288145;-75,586751;435048,364560;695043,270389;435148,364560;695143,270389
71,000000;227,000000;3,000000;10000,000000;0,000300;6,285432;-75,585844;435148,364560;694743,270389;435248,364560;694843,270389
71,000000;228,000000;5,000000;10000,000000;0,000500;6,286336;-75,585845;435148,364560;694843,270389;435248,364560;694943,270389
71,000000;229,000000;5,000000;10000,000000;0,000500;6,287241;-75,585846;435148,364560;694943,270389;435248,364560;695043,270389
71,000000;230,000000;2,000000;10000,000000;0,000200;6,288146;-75,585847;435148,364560;695043,270389;435248,364560;695143,270389
72,000000;227,000000;1,000000;10000,000000;0,000100;6,285433;-75,584940;435248,364560;694743,270389;435348,364560;694843,270389
72,000000;228,000000;3,000000;10000,000000;0,000300;6,286338;-75,584941;435248,364560;694843,270389;435348,364560;694943,270389
73,000000;102,000000;1,000000;10000,000000;0,000100;6,172362;-75,583911;435348,364560;682243,270389;435448,364560;682343,270389
73,000000;104,000000;1,000000;10000,000000;0,000100;6,174171;-75,583913;435348,364560;682443,270389;435448,364560;682543,270389
73,000000;105,000000;1,000000;10000,000000;0,000100;6,175076;-75,583914;435348,364560;682543,270389;435448,364560;682643,270389
73,000000;224,000000;1,000000;10000,000000;0,000100;6,282720;-75,584033;435348,364560;694443,270389;435448,364560;694543,270389
73,000000;229,000000;2,000000;10000,000000;0,000200;6,287243;-75,584038;435348,364560;694943,270389;435448,364560;695043,270389
73,000000;230,000000;1,000000;10000,000000;0,000100;6,288148;-75,584039;435348,364560;695043,270389;435448,364560;695143,270389
74,000000;101,000000;2,000000;10000,000000;0,000200;6,171458;-75,583006;435448,364560;682143,270389;435548,364560;682243,270389
74,000000;102,000000;1,000000;10000,000000;0,000100;6,172363;-75,583007;435448,364560;682243,270389;435548,364560;682343,270389
74,000000;103,000000;1,000000;10000,000000;0,000100;6,173267;-75,583008;435448,364560;682343,270389;435548,364560;682443,270389
74,000000;104,000000;1,000000;10000,000000;0,000100;6,174172;-75,583009;435448,364560;682443,270389;435548,364560;682543,270389
74,000000;105,000000;1,000000;10000,000000;0,000100;6,175077;-75,583010;435448,364560;682543,270389;435548,364560;682643,270389
74,000000;227,000000;1,000000;10000,000000;0,000100;6,285435;-75,583132;435448,364560;694743,270389;435548,364560;694843,270389
74,000000;228,000000;2,000000;10000,000000;0,000200;6,286340;-75,583133;435448,364560;694843,270389;435548,364560;694943,270389
74,000000;229,000000;3,000000;10000,000000;0,000300;6,287244;-75,583134;435448,364560;694943,270389;435548,364560;695043,270389
74,000000;230,000000;2,000000;10000,000000;0,000200;6,288149;-75,583135;435448,364560;695043,270389;435548,364560;695143,270389
74,000000;233,000000;1,000000;10000,000000;0,000100;6,290862;-75,583138;435448,364560;695343,270389;435548,364560;695443,270389
75,000000;102,000000;2,000000;10000,000000;0,000200;6,172364;-75,582104;435548,364560;682243,270389;435648,364560;682343,270389
75,000000;228,000000;1,000000;10000,000000;0,000100;6,286341;-75,582229;435548,364560;694843,270389;435648,364560;694943,270389
75,000000;229,000000;2,000000;10000,000000;0,000200;6,287245;-75,582230;435548,364560;694943,270389;435648,364560;695043,270389
75,000000;230,000000;2,000000;10000,000000;0,000200;6,288150;-75,582231;435548,364560;695043,270389;435648,364560;695143,270389
75,000000;231,000000;7,000000;10000,000000;0,000700;6,289054;-75,582232;435548,364560;695143,270389;435648,364560;695243,270389
75,000000;232,000000;2,000000;10000,000000;0,000200;6,289959;-75,582233;435548,364560;695243,270389;435648,364560;695343,270389
75,000000;233,000000;7,000000;10000,000000;0,000700;6,290863;-75,582234;435548,364560;695343,270389;435648,364560;695443,270389
75,000000;234,000000;3,000000;10000,000000;0,000300;6,291768;-75,582235;435548,364560;695443,270389;435648,364560;695543,270389
75,000000;235,000000;1,000000;10000,000000;0,000100;6,292673;-75,582236;435548,364560;695543,270389;435648,364560;695643,270389
75,000000;243,000000;1,000000;10000,000000;0,000100;6,299909;-75,582244;435548,364560;696343,270389;435648,364560;696443,270389
75,000000;245,000000;4,000000;10000,000000;0,000400;6,301718;-75,582246;435548,364560;696543,270389;435648,364560;696643,270389
75,000000;247,000000;1,000000;10000,000000;0,000100;6,303527;-75,582248;435548,364560;696743,270389;435648,364560;696843,270389
75,000000;248,000000;2,000000;10000,000000;0,000200;6,304432;-75,582249;435548,364560;696843,270389;435648,364560;696943,270389
76,000000;102,000000;1,000000;10000,000000;0,000100;6,172365;-75,581200;435648,364560;682243,270389;435748,364560;682343,270389
76,000000;104,000000;1,000000;10000,000000;0,000100;6,174174;-75,581202;435648,364560;682443,270389;435748,364560;682543,270389
76,000000;228,000000;3,000000;10000,000000;0,000300;6,286342;-75,581325;435648,364560;694843,270389;435748,364560;694943,270389
76,000000;229,000000;1,000000;10000,000000;0,000100;6,287246;-75,581326;435648,364560;694943,270389;435748,364560;695043,270389
76,000000;230,000000;3,000000;10000,000000;0,000300;6,288151;-75,581327;435648,364560;695043,270389;435748,364560;695143,270389
76,000000;234,000000;1,000000;10000,000000;0,000100;6,291769;-75,581331;435648,364560;695443,270389;435748,364560;695543,270389
76,000000;235,000000;4,000000;10000,000000;0,000400;6,292674;-75,581332;435648,364560;695543,270389;435748,364560;695643,270389
76,000000;241,000000;6,000000;10000,000000;0,000600;6,298101;-75,581338;435648,364560;696143,270389;435748,364560;696243,270389
76,000000;242,000000;1,000000;10000,000000;0,000100;6,299006;-75,581339;435648,364560;696243,270389;435748,364560;696343,270389
76,000000;243,000000;6,000000;10000,000000;0,000600;6,299910;-75,581340;435648,364560;696343,270389;435748,364560;696443,270389
76,000000;244,000000;9,000000;10000,000000;0,000900;6,300815;-75,581341;435648,364560;696443,270389;435748,364560;696543,270389
76,000000;248,000000;4,000000;10000,000000;0,000400;6,304433;-75,581345;435648,364560;696843,270389;435748,364560;696943,270389
76,000000;249,000000;3,000000;10000,000000;0,000300;6,305338;-75,581346;435648,364560;696943,270389;435748,364560;697043,270389
76,000000;250,000000;4,000000;10000,000000;0,000400;6,306242;-75,581347;435648,364560;697043,270389;435748,364560;697143,270389
77,000000;229,000000;3,000000;10000,000000;0,000300;6,287247;-75,580422;435748,364560;694943,270389;435848,364560;695043,270389
77,000000;241,000000;1,000000;10000,000000;0,000100;6,298102;-75,580434;435748,364560;696143,270389;435848,364560;696243,270389
77,000000;242,000000;1,000000;10000,000000;0,000100;6,299007;-75,580435;435748,364560;696243,270389;435848,364560;696343,270389
77,000000;243,000000;5,000000;10000,000000;0,000500;6,299911;-75,580436;435748,364560;696343,270389;435848,364560;696443,270389
77,000000;250,000000;2,000000;10000,000000;0,000200;6,306243;-75,580443;435748,364560;697043,270389;435848,364560;697143,270389
77,000000;251,000000;1,000000;10000,000000;0,000100;6,307148;-75,580444;435748,364560;697143,270389;435848,364560;697243,270389
78,000000;230,000000;3,000000;10000,000000;0,000300;6,288153;-75,579519;435848,364560;695043,270389;435948,364560;695143,270389
78,000000;241,000000;5,000000;10000,000000;0,000500;6,298103;-75,579530;435848,364560;696143,270389;435948,364560;696243,270389
78,000000;242,000000;4,000000;10000,000000;0,000400;6,299008;-75,579531;435848,364560;696243,270389;435948,364560;696343,270389
78,000000;243,000000;3,000000;10000,000000;0,000300;6,299912;-75,579532;435848,364560;696343,270389;435948,364560;696443,270389
78,000000;244,000000;5,000000;10000,000000;0,000500;6,300817;-75,579533;435848,364560;696443,270389;435948,364560;696543,270389
78,000000;245,000000;11,000000;10000,000000;0,001100;6,301721;-75,579534;435848,364560;696543,270389;435948,364560;696643,270389
78,000000;246,000000;13,000000;10000,000000;0,001300;6,302626;-75,579535;435848,364560;696643,270389;435948,364560;696743,270389
78,000000;247,000000;10,000000;10000,000000;0,001000;6,303530;-75,579536;435848,364560;696743,270389;435948,364560;696843,270389
78,000000;249,000000;2,000000;10000,000000;0,000200;6,305340;-75,579538;435848,364560;696943,270389;435948,364560;697043,270389
78,000000;250,000000;3,000000;10000,000000;0,000300;6,306244;-75,579539;435848,364560;697043,270389;435948,364560;697143,270389
79,000000;227,000000;5,000000;10000,000000;0,000500;6,285440;-75,578612;435948,364560;694743,270389;436048,364560;694843,270389
79,000000;228,000000;5,000000;10000,000000;0,000500;6,286345;-75,578613;435948,364560;694843,270389;436048,364560;694943,270389
79,000000;230,000000;1,000000;10000,000000;0,000100;6,288154;-75,578615;435948,364560;695043,270389;436048,364560;695143,270389
79,000000;241,000000;7,000000;10000,000000;0,000700;6,298104;-75,578626;435948,364560;696143,270389;436048,364560;696243,270389
79,000000;242,000000;5,000000;10000,000000;0,000500;6,299009;-75,578627;435948,364560;696243,270389;436048,364560;696343,270389
79,000000;243,000000;6,000000;10000,000000;0,000600;6,299913;-75,578628;435948,364560;696343,270389;436048,364560;696443,270389
79,000000;244,000000;6,000000;10000,000000;0,000600;6,300818;-75,578629;435948,364560;696443,270389;436048,364560;696543,270389
79,000000;245,000000;3,000000;10000,000000;0,000300;6,301722;-75,578630;435948,364560;696543,270389;436048,364560;696643,270389
79,000000;246,000000;3,000000;10000,000000;0,000300;6,302627;-75,578631;435948,364560;696643,270389;436048,364560;696743,270389
79,000000;248,000000;2,000000;10000,000000;0,000200;6,304436;-75,578633;435948,364560;696843,270389;436048,364560;696943,270389
79,000000;249,000000;6,000000;10000,000000;0,000600;6,305341;-75,578634;435948,364560;696943,270389;436048,364560;697043,270389
79,000000;250,000000;4,000000;10000,000000;0,000400;6,306245;-75,578635;435948,364560;697043,270389;436048,364560;697143,270389
80,000000;221,000000;1,000000;10000,000000;0,000100;6,280014;-75,577702;436048,364560;694143,270389;436148,364560;694243,270389
80,000000;223,000000;2,000000;10000,000000;0,000200;6,281823;-75,577704;436048,364560;694343,270389;436148,364560;694443,270389
80,000000;224,000000;1,000000;10000,000000;0,000100;6,282727;-75,577705;436048,364560;694443,270389;436148,364560;694543,270389
80,000000;226,000000;3,000000;10000,000000;0,000300;6,284536;-75,577707;436048,364560;694643,270389;436148,364560;694743,270389
80,000000;227,000000;2,000000;10000,000000;0,000200;6,285441;-75,577708;436048,364560;694743,270389;436148,364560;694843,270389
80,000000;232,000000;3,000000;10000,000000;0,000300;6,289964;-75,577713;436048,364560;695243,270389;436148,364560;695343,270389
80,000000;233,000000;4,000000;10000,000000;0,000400;6,290868;-75,577714;436048,364560;695343,270389;436148,364560;695443,270389
80,000000;234,000000;3,000000;10000,000000;0,000300;6,291773;-75,577715;436048,364560;695443,270389;436148,364560;695543,270389
80,000000;235,000000;1,000000;10000,000000;0,000100;6,292678;-75,577716;436048,364560;695543,270389;436148,364560;695643,270389
80,000000;239,000000;3,000000;10000,000000;0,000300;6,296296;-75,577720;436048,364560;695943,270389;436148,364560;696043,270389
80,000000;240,000000;5,000000;10000,000000;0,000500;6,297200;-75,577721;436048,364560;696043,270389;436148,364560;696143,270389
80,000000;241,000000;2,000000;10000,000000;0,000200;6,298105;-75,577722;436048,364560;696143,270389;436148,364560;696243,270389
80,000000;242,000000;1,000000;10000,000000;0,000100;6,299010;-75,577723;436048,364560;696243,270389;436148,364560;696343,270389
80,000000;243,000000;2,000000;10000,000000;0,000200;6,299914;-75,577724;436048,364560;696343,270389;436148,364560;696443,270389
80,000000;244,000000;6,000000;10000,000000;0,000600;6,300819;-75,577725;436048,364560;696443,270389;436148,364560;696543,270389
80,000000;245,000000;7,000000;10000,000000;0,000700;6,301723;-75,577726;436048,364560;696543,270389;436148,364560;696643,270389
80,000000;246,000000;3,000000;10000,000000;0,000300;6,302628;-75,577727;436048,364560;696643,270389;436148,364560;696743,270389
80,000000;249,000000;1,000000;10000,000000;0,000100;6,305342;-75,577730;436048,364560;696943,270389;436148,364560;697043,270389
81,000000;220,000000;1,000000;10000,000000;0,000100;6,279110;-75,576797;436148,364560;694043,270389;436248,364560;694143,270389
81,000000;221,000000;1,000000;10000,000000;0,000100;6,280015;-75,576798;436148,364560;694143,270389;436248,364560;694243,270389
81,000000;223,000000;6,000000;10000,000000;0,000600;6,281824;-75,576800;436148,364560;694343,270389;436248,364560;694443,270389
81,000000;224,000000;1,000000;10000,000000;0,000100;6,282728;-75,576801;436148,364560;694443,270389;436248,364560;694543,270389
81,000000;226,000000;1,000000;10000,000000;0,000100;6,284537;-75,576803;436148,364560;694643,270389;436248,364560;694743,270389
81,000000;228,000000;7,000000;10000,000000;0,000700;6,286347;-75,576805;436148,364560;694843,270389;436248,364560;694943,270389
81,000000;237,000000;1,000000;10000,000000;0,000100;6,294488;-75,576814;436148,364560;695743,270389;436248,364560;695843,270389
81,000000;238,000000;1,000000;10000,000000;0,000100;6,295392;-75,576815;436148,364560;695843,270389;436248,364560;695943,270389
81,000000;239,000000;1,000000;10000,000000;0,000100;6,296297;-75,576816;436148,364560;695943,270389;436248,364560;696043,270389
81,000000;240,000000;3,000000;10000,000000;0,000300;6,297201;-75,576817;436148,364560;696043,270389;436248,364560;696143,270389
81,000000;241,000000;1,000000;10000,000000;0,000100;6,298106;-75,576818;436148,364560;696143,270389;436248,364560;696243,270389
81,000000;242,000000;5,000000;10000,000000;0,000500;6,299011;-75,576819;436148,364560;696243,270389;436248,364560;696343,270389
81,000000;243,000000;7,000000;10000,000000;0,000700;6,299915;-75,576820;436148,364560;696343,270389;436248,364560;696443,270389
81,000000;244,000000;9,000000;10000,000000;0,000900;6,300820;-75,576821;436148,364560;696443,270389;436248,364560;696543,270389
81,000000;245,000000;3,000000;10000,000000;0,000300;6,301724;-75,576822;436148,364560;696543,270389;436248,364560;696643,270389
81,000000;246,000000;2,000000;10000,000000;0,000200;6,302629;-75,576823;436148,364560;696643,270389;436248,364560;696743,270389
81,000000;247,000000;1,000000;10000,000000;0,000100;6,303533;-75,576824;436148,364560;696743,270389;436248,364560;696843,270389
81,000000;248,000000;1,000000;10000,000000;0,000100;6,304438;-75,576825;436148,364560;696843,270389;436248,364560;696943,270389
81,000000;250,000000;2,000000;10000,000000;0,000200;6,306247;-75,576827;436148,364560;697043,270389;436248,364560;697143,270389
