id_barrio;barrio;origen
13229;EL REDENTOR;cobro
13257;REDENTOR;cobro
48674;QUINTAS DEL SUR;cobro
46262;BRISAS DEL BOLO;cobro
46265;ESCOBAR;cobro
46261;PANORAMA;cobro
46293;PARQUE DE LA MERCED;cobro
46297;VILLA DE CASA MIEL;cobro
46294;PAZUELA DE LA MERCED;cobro
35134;PRADO VERDE;cobro
35011;C.C ALCIDEZ AREVALO;cobro
46510;URBANIZACIÓN 1 DE FEBRERO;cobro
35178;VILLA CLARA;cobro
35173;TURIN;cobro
35230;GETSEMANI;cobro
34976;4 FEBRERO CENTRO;cobro
35012;C.C. LOS PUNTOS;cobro
35231;CONSTRUCTORES;cobro
35233;EL PRADO;cobro
35198;GAITAN;cobro
46537;LA ESNEDA;cobro
35052;EL LAGO;cobro
46079;CENTRO 1;cobro
34973;1 DE MAYO;cobro
45274;30 DE AGOSTO CENTRO;cobro
34988;AMERICA;cobro
34994;BAIRON GAVIRIA;cobro
35124;EL PEÑOL;cobro
35273;ESPERANZA CENTRO;cobro
35067;GUALANDAY (CENTRO);cobro
35109;MILAN RUBIO;cobro
35132;PORVENIR;cobro
35136;PROGRESO;cobro
45683;SAN JUAN CENTRO;cobro
46058;VENECIA CENTRO;cobro
35112;NACEDEROS;cobro
34972;1 DE FEBRERO CENTRO;cobro
35264;AVENIDA DEL RIO;cobro
35149;SAN JORGE;cobro
35177;VICTORIA;cobro
35019;CAÑARTE;cobro
35026;CENTRO;cobro
35058;GALAN (CENTRO);cobro
35094;LA VICTORIA;cobro
34970;SAN CAMILO;cobro
46548;EL REMANSO (VILLA SANTANA);cobro
35226;SAN ANTONIO 2;cobro
34998;BAVARIA;cobro
35082;LA ESPERANZA;cobro
35106;MARAYA;cobro
35240;SALVADOR ALLENDE;cobro
35087;LA LIBERTAD;cobro
35228;COLINAS DEL TRIUNFO;cobro
45297;LAS PALMAS;cobro
35236;SANTA ELENA;cobro
35057;EL TRIUNFO;cobro
46502;BRASILIA;cobro
35202;NISSA;cobro
45684;BUENOS AIRES CENTRO;cobro
45617;OBRERO;cobro
35161;SANTA TERESITA (PEREIRA);cobro
46627;ABEJORRAL;cobro
46564;ÁBREGO;cobro
46609;ABRIAQUÍ;cobro
47021;ACANDÍ;cobro
47231;ACEVEDO;cobro
46565;ACHÍ;cobro
47203;AGRADO;cobro
47081;AGUA DE DIOS;cobro
47005;AGUACHICA;cobro
47516;AGUADA;cobro
46928;AGUAZUL;cobro
46999;AGUSTÍN CODAZZI;cobro
47211;AIPE;cobro
47092;ALBÁN;cobro
46578;ALBÁN;cobro
46912;ALBANIA;cobro
47240;ALBANIA;cobro
47517;ALBANIA;cobro
46596;ALCALÁ;cobro
47363;ALDANA;cobro
46628;ALEJANDRÍA;cobro
47261;ALGARROBO;cobro
47212;ALGECIRAS;cobro
46975;ALMAGUER;cobro
46836;ALMEIDA;cobro
47592;ALPUJARRA;cobro
47204;ALTAMIRA;cobro
46597;ALTO BAUDO;cobro
46602;ALTOS DEL ROSARIO;cobro
47581;ALVARADO;cobro
46582;AMALFI;cobro
47561;AMBALEMA;cobro
47170;ANAPOIMA;cobro
47323;ANCUYÁ;cobro
47607;ANDALUCÍA;cobro
46648;ANDES;cobro
47620;ANGELÓPOLIS;cobro
46592;ANGOSTURA;cobro
47171;ANOLAIMA;cobro
46583;ANORÍ;cobro
46895;ANSERMA;cobro
47621;ANSERMANUEVO;cobro
